cliente_id,nombre,ciudad,provincia,segmento,fecha_alta
401,Cliente 401,Necochea,Buenos Aires,VIP,2024-10-18
402,Cliente 402,Necochea,Buenos Aires,Recurrente,2025-05-06
403,Cliente 403,Bahia Blanca,Buenos Aires,VIP,2026-02-11
404,Cliente 404,Tandil,Buenos Aires,Nuevo,2024-11-23
405,Cliente 405,Necochea,Buenos Aires,Nuevo,2024-11-20
406,Cliente 406,Bahia Blanca,Buenos Aires,VIP,2026-01-26
407,Cliente 407,La Plata,Buenos Aires,Recurrente,2026-04-10
408,Cliente 408,La Plata,Buenos Aires,Nuevo,2024-09-06
409,Cliente 409,Bahia Blanca,Buenos Aires,VIP,2026-07-24
410,Cliente 410,Pinamar,Buenos Aires,Recurrente,2025-12-20
411,Cliente 411,Pinamar,Buenos Aires,VIP,2025-10-08
412,Cliente 412,Tandil,Buenos Aires,VIP,2025-02-03
413,Cliente 413,Bahia Blanca,Buenos Aires,VIP,2026-01-04
414,Cliente 414,Necochea,Buenos Aires,VIP,2025-05-07
415,Cliente 415,Mar del Plata,Buenos Aires,Recurrente,2026-03-18
416,Cliente 416,Bahia Blanca,Buenos Aires,Recurrente,2025-10-28
417,Cliente 417,Tandil,Buenos Aires,Recurrente,2025-11-16
418,Cliente 418,Bahia Blanca,Buenos Aires,Nuevo,2025-04-26
419,Cliente 419,CABA,CABA,Nuevo,2025-02-04
420,Cliente 420,CABA,CABA,Nuevo,2026-02-08
421,Cliente 421,Tandil,Buenos Aires,Recurrente,2024-07-19
422,Cliente 422,CABA,CABA,VIP,2025-11-13
423,Cliente 423,Necochea,Buenos Aires,Nuevo,2025-09-08
424,Cliente 424,Necochea,Buenos Aires,Recurrente,2025-11-22
425,Cliente 425,Necochea,Buenos Aires,VIP,2025-11-06
426,Cliente 426,Pinamar,Buenos Aires,Nuevo,2024-12-29
427,Cliente 427,Tandil,Buenos Aires,Recurrente,2025-04-08
428,Cliente 428,Necochea,Buenos Aires,VIP,2025-05-22
429,Cliente 429,Tandil,Buenos Aires,Nuevo,2025-09-03
430,Cliente 430,La Plata,Buenos Aires,Recurrente,2024-07-02
431,Cliente 431,Tandil,Buenos Aires,Nuevo,2025-05-13
432,Cliente 432,La Plata,Buenos Aires,VIP,2024-09-07
433,Cliente 433,CABA,CABA,Recurrente,2025-07-26
434,Cliente 434,CABA,CABA,Nuevo,2026-07-09
435,Cliente 435,La Plata,Buenos Aires,Recurrente,2025-04-25
436,Cliente 436,Pinamar,Buenos Aires,Nuevo,2025-07-23
437,Cliente 437,Pinamar,Buenos Aires,Recurrente,2026-03-20
438,Cliente 438,Bahia Blanca,Buenos Aires,VIP,2026-04-15
439,Cliente 439,Tandil,Buenos Aires,Recurrente,2025-09-17
440,Cliente 440,Necochea,Buenos Aires,VIP,2025-05-29
441,Cliente 441,Mar del Plata,Buenos Aires,Recurrente,2025-05-12
442,Cliente 442,Mar del Plata,Buenos Aires,Recurrente,2026-03-28
443,Cliente 443,Bahia Blanca,Buenos Aires,Recurrente,2026-03-17
444,Cliente 444,Mar del Plata,Buenos Aires,Nuevo,2025-11-24
445,Cliente 445,La Plata,Buenos Aires,Recurrente,2024-09-12
446,Cliente 446,Bahia Blanca,Buenos Aires,Recurrente,2026-06-01
447,Cliente 447,Necochea,Buenos Aires,Nuevo,2024-10-01
448,Cliente 448,Necochea,Buenos Aires,Recurrente,2025-07-29
449,Cliente 449,La Plata,Buenos Aires,Recurrente,2024-08-17
450,Cliente 450,Necochea,Buenos Aires,Nuevo,2025-02-14
451,Cliente 451,Mar del Plata,Buenos Aires,Recurrente,2026-06-13
452,Cliente 452,CABA,CABA,Recurrente,2024-09-21
453,Cliente 453,La Plata,Buenos Aires,VIP,2024-07-19
454,Cliente 454,Mar del Plata,Buenos Aires,Nuevo,2026-05-14
455,Cliente 455,Necochea,Buenos Aires,Recurrente,2024-09-01
456,Cliente 456,Necochea,Buenos Aires,VIP,2025-05-25
457,Cliente 457,CABA,CABA,Recurrente,2025-10-20
458,Cliente 458,Mar del Plata,Buenos Aires,VIP,2025-09-24
459,Cliente 459,Necochea,Buenos Aires,VIP,2025-10-26
460,Cliente 460,La Plata,Buenos Aires,Nuevo,2025-06-07
461,Cliente 461,CABA,CABA,VIP,2025-02-25
462,Cliente 462,Bahia Blanca,Buenos Aires,Recurrente,2024-09-23
463,Cliente 463,Necochea,Buenos Aires,VIP,2026-03-01
464,Cliente 464,CABA,CABA,VIP,2024-12-06
465,Cliente 465,Necochea,Buenos Aires,Nuevo,2024-11-26
466,Cliente 466,Pinamar,Buenos Aires,VIP,2025-03-31
467,Cliente 467,Tandil,Buenos Aires,VIP,2025-12-28
468,Cliente 468,Bahia Blanca,Buenos Aires,Recurrente,2025-12-05
469,Cliente 469,Bahia Blanca,Buenos Aires,Nuevo,2024-10-09
470,Cliente 470,Mar del Plata,Buenos Aires,Nuevo,2025-11-01
471,Cliente 471,Pinamar,Buenos Aires,Recurrente,2026-03-14
472,Cliente 472,Mar del Plata,Buenos Aires,Nuevo,2025-09-03
473,Cliente 473,Tandil,Buenos Aires,Nuevo,2024-11-06
474,Cliente 474,Bahia Blanca,Buenos Aires,Recurrente,2025-12-09
475,Cliente 475,Bahia Blanca,Buenos Aires,Nuevo,2026-01-31
476,Cliente 476,Bahia Blanca,Buenos Aires,Nuevo,2026-05-05
477,Cliente 477,CABA,CABA,Nuevo,2025-01-14
478,Cliente 478,La Plata,Buenos Aires,Recurrente,2025-10-24
479,Cliente 479,Pinamar,Buenos Aires,Nuevo,2026-07-31
480,Cliente 480,Necochea,Buenos Aires,Recurrente,2025-07-13
481,Cliente 481,La Plata,Buenos Aires,VIP,2025-01-20
482,Cliente 482,Necochea,Buenos Aires,Recurrente,2024-07-21
483,Cliente 483,Mar del Plata,Buenos Aires,Recurrente,2024-07-20
484,Cliente 484,Bahia Blanca,Buenos Aires,Nuevo,2025-12-30
485,Cliente 485,Tandil,Buenos Aires,Nuevo,2026-01-10
486,Cliente 486,Pinamar,Buenos Aires,VIP,2024-11-25
487,Cliente 487,La Plata,Buenos Aires,Recurrente,2024-07-10
488,Cliente 488,Pinamar,Buenos Aires,Recurrente,2024-09-24
489,Cliente 489,Necochea,Buenos Aires,VIP,2024-11-17
490,Cliente 490,Mar del Plata,Buenos Aires,Recurrente,2024-10-30
491,Cliente 491,Mar del Plata,Buenos Aires,Nuevo,2025-05-28
492,Cliente 492,Mar del Plata,Buenos Aires,Recurrente,2025-08-14
493,Cliente 493,Pinamar,Buenos Aires,VIP,2026-05-22
494,Cliente 494,La Plata,Buenos Aires,Nuevo,2024-07-18
495,Cliente 495,Bahia Blanca,Buenos Aires,VIP,2026-01-29
496,Cliente 496,CABA,CABA,Recurrente,2025-08-13
497,Cliente 497,Tandil,Buenos Aires,Recurrente,2025-11-16
498,Cliente 498,Necochea,Buenos Aires,VIP,2025-12-02
499,Cliente 499,Necochea,Buenos Aires,Nuevo,2025-10-24
500,Cliente 500,Pinamar,Buenos Aires,Nuevo,2026-04-27
