pedido_id,producto_id,cantidad,precio_unitario
961,7,2,19000
962,7,1,19000
963,4,2,320000
963,4,2,320000
964,2,1,149000
965,2,2,149000
965,1,1,89000
966,6,1,28000
967,7,1,19000
967,4,2,320000
967,7,2,19000
968,6,1,28000
969,4,2,320000
969,6,2,28000
970,1,2,89000
971,1,2,89000
971,5,2,12000
971,5,2,12000
972,7,1,19000
973,3,1,35000
974,4,2,320000
974,5,2,12000
975,4,2,320000
976,1,1,89000
977,7,1,19000
978,1,2,89000
979,6,1,28000
980,5,2,12000
981,3,2,35000
981,2,2,149000
981,4,2,320000
982,6,1,28000
983,2,1,149000
983,5,1,12000
983,2,1,149000
984,6,1,28000
984,6,2,28000
985,2,1,149000
986,4,2,320000
987,7,1,19000
987,1,1,89000
987,4,2,320000
988,2,2,149000
988,4,1,320000
988,6,2,28000
989,3,2,35000
990,6,1,28000
990,7,2,19000
990,6,2,28000
991,1,2,89000
992,2,2,149000
993,5,2,12000
994,6,1,28000
994,3,2,35000
995,2,1,149000
996,1,2,89000
997,3,2,35000
998,4,2,320000
998,2,1,149000
999,4,1,320000
999,5,2,12000
1000,1,1,89000
1001,2,1,149000
1001,7,1,19000
1001,6,2,28000
1002,7,2,19000
1003,4,1,320000
1003,2,2,149000
1003,6,1,28000
1004,5,1,12000
1005,4,2,320000
1005,5,2,12000
1006,7,1,19000
1006,6,2,28000
1006,2,2,149000
1007,5,2,12000
1007,1,2,89000
1007,1,1,89000
1008,3,2,35000
1009,2,1,149000
1009,2,1,149000
1010,6,2,28000
1011,1,2,89000
1011,3,1,35000
1012,5,2,12000
1013,1,2,89000
1014,4,1,320000
1015,7,1,19000
1015,1,1,89000
1016,5,1,12000
1016,5,1,12000
1016,3,2,35000
1017,4,1,320000
1017,2,1,149000
1017,7,2,19000
1018,3,1,35000
1018,3,2,35000
1018,1,1,89000
1019,2,2,149000
1020,1,2,89000
1021,6,2,28000
1021,7,1,19000
1021,2,1,149000
1022,3,2,35000
1023,4,2,320000
1024,3,1,35000
1024,4,2,320000
1025,6,2,28000
1026,2,1,149000
1026,3,1,35000
1027,6,2,28000
1028,5,2,12000
1029,1,2,89000
1030,1,1,89000
1031,2,2,149000
1032,7,1,19000
1033,7,2,19000
1033,6,1,28000
1034,5,1,12000
1034,4,1,320000
1035,6,2,28000
1035,1,2,89000
1035,6,1,28000
1036,3,1,35000
1036,7,2,19000
1036,4,1,320000
1037,2,2,149000
1038,7,1,19000
1039,6,2,28000
1039,5,2,12000
1040,5,2,12000
1040,4,2,320000
1041,7,1,19000
1042,1,2,89000
1043,5,1,12000
1043,2,2,149000
1043,3,1,35000
1044,7,1,19000
1044,2,1,149000
1045,5,2,12000
1046,3,2,35000
1046,4,1,320000
1046,2,2,149000
1047,1,2,89000
1048,4,1,320000
1049,2,1,149000
1050,5,2,12000
1050,3,1,35000
1050,4,2,320000
1051,7,1,19000
1051,1,2,89000
1051,2,2,149000
1052,3,2,35000
1053,1,1,89000
1054,2,2,149000
1055,3,1,35000
1055,3,1,35000
1055,3,2,35000
1056,1,1,89000
1057,2,2,149000
1058,5,2,12000
1059,5,1,12000
1060,4,1,320000
1061,3,1,35000
1061,5,2,12000
1062,5,1,12000
1063,4,2,320000
1063,4,2,320000
1064,4,1,320000
1064,3,1,35000
1065,7,2,19000
1065,3,2,35000
1066,6,1,28000
1067,6,2,28000
1068,5,1,12000
1069,3,1,35000
1069,5,1,12000
1070,4,1,320000
1071,7,2,19000
1072,2,1,149000
1073,6,2,28000
1073,5,2,12000
1074,2,2,149000
1075,5,2,12000
1076,3,1,35000
1077,2,2,149000
1077,1,1,89000
1078,7,1,19000
1078,3,1,35000
1078,4,1,320000
1079,7,1,19000
1080,1,2,89000
1080,5,2,12000
1081,1,2,89000
1081,2,2,149000
1082,4,1,320000
1083,5,1,12000
1083,5,2,12000
1084,4,1,320000
1084,5,2,12000
1085,5,2,12000
1086,4,2,320000
1086,3,2,35000
1087,4,2,320000
1088,2,2,149000
1088,6,1,28000
1088,1,1,89000
1089,4,2,320000
1090,6,1,28000
1090,6,1,28000
1091,2,1,149000
1092,4,2,320000
1093,6,1,28000
1093,1,1,89000
1093,5,1,12000
1094,1,2,89000
1094,5,1,12000
1095,7,2,19000
1096,5,1,12000
1097,1,2,89000
1098,2,2,149000
1098,2,1,149000
1099,4,1,320000
1100,5,2,12000
1101,1,2,89000
1102,4,1,320000
1103,1,1,89000
1104,5,1,12000
1105,7,2,19000
1106,2,1,149000
1107,7,2,19000
1108,2,1,149000
1108,6,1,28000
1108,7,2,19000
1109,4,1,320000
1109,7,2,19000
1110,3,2,35000
1111,3,2,35000
1112,1,1,89000
1112,3,1,35000
1112,7,1,19000
1113,4,2,320000
1114,2,2,149000
1115,6,1,28000
1116,2,2,149000
1117,4,1,320000
1118,3,2,35000
1119,4,1,320000
1120,3,1,35000
1121,1,1,89000
1121,2,2,149000
1121,1,2,89000
1122,5,2,12000
1123,5,2,12000
1124,5,1,12000
1125,6,2,28000
1125,4,1,320000
1126,2,2,149000
1127,6,1,28000
1128,4,2,320000
1128,2,2,149000
1129,2,1,149000
1129,3,2,35000
1130,4,1,320000
1131,2,1,149000
1131,5,1,12000
1131,7,2,19000
1132,5,1,12000
1133,1,2,89000
1133,6,1,28000
1133,6,1,28000
1134,5,2,12000
1135,1,2,89000
1135,4,2,320000
1135,7,1,19000
1136,6,1,28000
1136,1,2,89000
1136,2,2,149000
1137,6,1,28000
1138,4,1,320000
1139,5,2,12000
1139,4,1,320000
1140,1,2,89000
1141,3,1,35000
1141,2,2,149000
1141,6,1,28000
1142,3,2,35000
1143,1,2,89000
1144,6,2,28000
1144,3,2,35000
1144,1,1,89000
1145,1,2,89000
1145,3,2,35000
1145,6,1,28000
1146,5,2,12000
1147,4,1,320000
1147,7,1,19000
1148,5,2,12000
1148,3,1,35000
1149,5,2,12000
1149,2,1,149000
1150,1,2,89000
1151,4,2,320000
1151,6,2,28000
1152,1,1,89000
1153,2,2,149000
1154,6,2,28000
1155,1,1,89000
1156,1,1,89000
1157,7,2,19000
1158,7,1,19000
1159,4,1,320000
1159,3,1,35000
1160,5,2,12000
1161,7,2,19000
1161,1,2,89000
1161,4,2,320000
1162,5,1,12000
1162,7,2,19000
1163,3,2,35000
1163,6,2,28000
1163,7,1,19000
1164,1,2,89000
1165,4,2,320000
1166,6,2,28000
1166,4,2,320000
1167,5,1,12000
1168,7,2,19000
1168,1,1,89000
1169,2,2,149000
1170,6,2,28000
1170,4,2,320000
1171,1,2,89000
1172,7,1,19000
1172,4,2,320000
1173,6,1,28000
1174,6,2,28000
1175,1,2,89000
1176,4,2,320000
1176,1,1,89000
1177,5,1,12000
1177,3,2,35000
1178,7,1,19000
1179,3,1,35000
1180,6,2,28000
1181,2,2,149000
1182,2,2,149000
1183,4,1,320000
1184,1,1,89000
1185,2,1,149000
1186,7,1,19000
1187,4,2,320000
1187,7,1,19000
1188,3,2,35000
1188,7,2,19000
1188,6,2,28000
1189,1,1,89000
1189,2,1,149000
1189,2,1,149000
1190,4,1,320000
1191,6,1,28000
1192,7,1,19000
1193,7,1,19000
1194,3,1,35000
1195,2,1,149000
1195,1,1,89000
1196,4,1,320000
1197,5,2,12000
1197,6,2,28000
1198,4,2,320000
1199,5,2,12000
1200,3,2,35000
